script,text,caught,detected
tamil,யாழ்ப்பாணம் கிளை பகுதியில் பெறும் மாதிரிகள் கிடைக்குமா,True,tamil
tamil,நாளைய டெலிவரி தேதி பற்றி தெளிவாகவும்,True,tamil
tamil,கடந்த மாதத்தில் கணக்கு பத்திரிகை தவறாக உள்ளதை உணர்ந்துள்ளேன்,True,tamil
tamil,உத்தரவாக்கம் பெறுவதற்கு ஒத்திசைவு முறையை கூறவும்,True,tamil
tamil,சமீபத்திய பொருள் பட்டியலில் விலை மாற்றம் என்ன என்பதை தெரியப்படுத்தவும்,True,tamil
tamil,பட்டியலில் காணும் பொருளின் பணம் திரிப்பை விரைவில் சரிசெய்யவும்,True,tamil
tamil,மட்டக்களப்பு பகுதியில் சேவைகள் நிறுத்தப்பட்டுள்ளதா தகவல்,True,tamil
tamil,அடுத்த டெலிவரி தேதி பற்றி தெளிவாகவும்,True,tamil
tamil,வாங்கிய கட்டண சேவையில் இனி மாற்றம் எவ்வாறு செய்யலாம்,True,tamil
tamil,புதிய உத்தரவுகள் குறித்து தகவல் இன்று கிடைக்குமா,True,tamil
tamil,இப்போதைக்கு குறைந்த விபரங்கள் கொண்ட எனக்கு தேர்வு செய்யவேனும்,True,tamil
tamil,தொடர்பு கொண்டு புதுப்பிக்கப்பட்ட அட்டை விவரங்கள் கிடைக்குமா,True,tamil
tamil,நமது வாடிக்கையாளர் கணக்கில் தொலைபேசி எண்ணை மாற்றுவது எப்படி,True,tamil
tamil,கட்டண விவரங்களில் தவறுகள் இருந்தால் உடனடியாக சரி செய்யவும்,True,tamil
tamil,பொருள் பெற்றதை உறுதிப்படுத்தும் படிவம் அனுப்பியுங்கள்,True,tamil
tamil,சேவை மன்னிப்பை பெறுவது வழிமுறை சொல்லுங்கள்,True,tamil
tamil,பயனருக்கு பரிந்துரைகளை எவ்வாறு வழங்கப்போவது விளக்கமாக தருங்கள்,True,tamil
tamil,இந்த தொகுதியில் படைப்புகள் தொடர்பாக எந்த கட்டணங்கள் உள்ளன,True,tamil
tamil,வாடிக்கையாளர்களுக்கான கட்டண விதிமுறைகளை முழுமையாக தெளிவுபடுத்துங்கள்,True,tamil
tamil,மன்னார் பகுதியில் அத்தியாவசிய உத்தரவுகள் பெறுவது எப்படி,True,tamil
tamil,உங்கள் தொடர்பு எண்ணை மாற்ற வேண்டும் உதவி செய்யவும்,True,tamil
tamil,பயனர் ஆதரவு அணியிடும் நெறிமுறைகளை விவரிக்கவும்,True,tamil
tamil,எனக்கு ஆர்டர் எப்போது வரும் என்று தெரியுமா,True,tamil
tamil,அருகில் கிளை எங்கே உள்ளது என்பதை சொல்லுங்கள்,True,tamil
tamil,பணம் சரியாக கட்டப்பட்டதா என்பதை உறுதிப்படுத்தவும்,True,tamil
tamil,புதிய விலை பட்டியல் எப்போது வெளியிடப்படுகிறது,True,tamil
tamil,கணக்கு இருப்பு தற்போது என்ன என்று தெரியுமா,True,tamil
tamil,டெலிவரி எப்போது எனது முகவரிக்கு வரும்,True,tamil
tamil,யாழ்ப்பாணம் பகுதிகளில் டெலிவரி சேவை உள்ளது எனவும் அறிய விரும்புகிறேன்,True,tamil
tamil,கொழும்பு மாவட்ட கிளையின் நிலை சரியாக செயல்படுகிறதா,True,tamil
tamil,மட்டக்களப்பு பகுதியில் முன்பதிவு செய்யப்பட்ட ஆர்டரை எந்த நேரத்தில் பெறலாம்,True,tamil
tamil,விலையைக் குறைத்து சிறப்பு சலுகைகள் வழங்கப்படுமா,True,tamil
tamil,கணக்கு கணக்கீடு சரியானதா என கேட்டு முடிவு செய்யவும்,True,tamil
tamil,கடைபிரிவில் கிடைக்கும் பொருட்களின் விவரங்களை விரைவாகத் தரவும்,True,tamil
tamil,புதிய பொருட்களின் பட்டியல் விரைவில் வழங்குக,True,tamil
tamil,விலையைக் குறைப்பதை பற்றிய தகவலை அடுத்த வாரம் வழங்குமா,True,tamil
tamil,கொழும்பு கிளையின் மொத்த கட்டணம் என்ன,True,tamil
tamil,யாழ்ப்பாணம் கிளையில் சேவை நிலை தற்போது எப்படி,True,tamil
tamil,மட்டக்களப்பு மாவட்டத்தில் கிடைக்கும் பரிந்துரைக் பொருட்கள்,True,tamil
tamil,வாடிக்கையாளர் கணக்கு விவரங்களை மாற்ற விரும்புகிறேன்,True,tamil
tamil,பார்டிலி உபகரணங்கள் தொடர்பான உதவி தேவை,True,tamil
tamil,கோப்பு மற்றும் கடனீட்டு விவரங்கள் புதுப்பிக்கப்படுமா,True,tamil
tamil,வாடிக்கையாளர் கணக்கு கட்டணம் நிலுவை பற்றி அறியவும்,True,tamil
tamil,ஆர்டர் தொகை அருகிலுள்ள கிளையில் புதுப்பிக்கப்படுமா,True,tamil
tamil,உத்தரவுகள் இடைநீக்கப்படும்போது மீள்பணம் பெற முடியுமா,True,tamil
tamil,வந்துவந்த பொருட்கள் சேவை நிலையை மதிப்பிடவும்,True,tamil
tamil,டெலிவரி தடைகள் மற்றும் இடையிடப்புகளை தெரிவிக்கவும்,True,tamil
tamil,பின்புல கணக்குகளை காண்பதில் உதவி தருங்கள்,True,tamil
tamil,எனது முகவர் செய்திகளை மாற்றம் செய்துகொள்ள முடியுமா,True,tamil
tamil,கொழும்பு மாவட்டத்திலுள்ள சேவைகள் விரிவாகக் கூறுங்கள்,True,tamil
tamil,யாழ்ப்பாணம் பகுதியில் புதிய கட்டணவிலை எவ்வாறு பார்க்க முடியும்,True,tamil
tamil,மட்டக்களப்பு கிளையின் செயல்பாடுகள் ஆவணம் தேவை,True,tamil
tamil,ஆர்டர் நிலைமை உடனடியாகக் கூறவும்,True,tamil
tamil,கடை பயன்முறைகளை மீண்டும் விளக்கம் தருக,True,tamil
tamil,நீங்கள் வழங்கும் பரிவர்த்தனை விரிவுகள் விளக்கமாகக் கூறுங்கள்,True,tamil
tamil,புதிய விலை மாற்றம் தொடர்பான தகவல் என்ன,True,tamil
tamil,கொழும்பு மாவட்டத்திலுள்ள சேவைகள் குறித்து விவரம் தருக,True,tamil
tamil,கொழும்பு கிளைக்கு நிலுவை இருப்பு எவ்வாறு பார்க்கக் கிடைக்கும்,True,tamil
tamil,யாழ்ப்பாணம் வழங்கும் சேவைகள் குறித்து விவரம் தருக,True,tamil
tamil,கடையக் குறிப்பு பற்றிய தகவலை வெளியிடவும்,True,tamil
tamil,வாடிக்கையாளரை அடையாளப்படுத்தும் தகவல்கள் தேவையா,True,tamil
tamil,அட்டவணை சேவை பட்டியல் விரைவில் அனுப்பவும்,True,tamil
tamil,உத்தரவுகள் மேலாண்மை அமைப்புக்கு விண்ணப்பிக்கவும்,True,tamil
tamil,போதுமான பொருட்கள் கிடைக்காதபோது மாற்றம் செய்யவும்,True,tamil
tamil,சப்ளையர்களுடன் தொடர்பு கொள்ளுமாறு கேட்டுக்கொள்கினேன்,True,tamil
tamil,கடனீட்டு விவரங்கள் புதுப்பிக்க வேண்டியது,True,tamil
tamil,உங்களுடைய கணக்கை மீட்டமைத்துச் செய்கின்றோம்,True,tamil
tamil,உதவி குழு எப்போது அழைக்குமாறு கேளுங்கள்,True,tamil
tamil,சரியான முகவரிக் குறியீட்டை உறுதிப்படுத்தவும்,True,tamil
tamil,அவசர டெலிவரி சேவை கிடைக்குமா இல்லையா,True,tamil
tamil,வாடிக்கையாளர்களின் கருத்துகள் பதிவு செய்யவும்,True,tamil
tamil,ஸ்டாக் குறைபாடுகள் ஏற்பட்டால் எவ்வாறு செயல்படுவது,True,tamil
tamil,என் ஆர்டர் எங்கே உள்ளது இப்பொழுது,True,tamil
tamil,கொழும்பு கிளை எப்போது திறக்கும் இன்று,True,tamil
tamil,விலைப்பற்றிய முழு விவரம் தரவும் உங்களுக்கு,True,tamil
tamil,கணக்கு இருப்பு எப்போது புதுப்பிக்கப்படும்,True,tamil
tamil,புதிய ஆர்டருக்கு உதவி தேவையா இப்பொழுது,True,tamil
tamil,யாழ்ப்பாணம் அருகே சிறந்த கிளை எது,True,tamil
tamil,மட்டக்களப்பு டெலிவரி நேரம் எவ்வளவு போல,True,tamil
tamil,விலை மாற்றம் ஏற்பட்டால் எவ்வாறு கூறுவது,True,tamil
tamil,புகார் பதிவு செய்யும் வழி என்ன,True,tamil
tamil,கணக்கு விவரங்கள் பாதுகாப்பாக உள்ளனவா எங்கே,True,tamil
tamil,யாழ்ப்பாணம் கிளைக்கு தொடர்பு எண் தரவும்,True,tamil
tamil,கொழும்பு கிளை அணுகும் வழி கூறுங்கள்,True,tamil
tamil,அடையுற்ற பொருட்கள் குறைபாடு ஏற்பட்டிருக்கின்றன தயவு,True,tamil
tamil,வரிவிதிகள் மீறிய சந்தர்ப்பம் நமக்கு தெரியவில்லை,True,tamil
tamil,உருவாக்கப்பட்ட ரசீது என் மெயில் முகவரிக்கு அனுப்பிக்குமா,True,tamil
tamil,வெளியிடப்பட்ட சரக்குகள் தொகுப்பு நிலை தெரியுமா,True,tamil
tamil,வரைபடத்தில் கிடைக்க வேண்டிய பொருட்கள் உள்ளனவா இன்று,True,tamil
tamil,தற்போது பரிசீலிக்க வேண்டிய புகார் விவரம்,True,tamil
tamil,கையடக்க பிடிவாதம் குறித்த விளக்கம் தருக,True,tamil
tamil,ஒரு ஆர்டரில் பல பொருட்கள் சேர்க்கப்பட்டுள்ளன என உறுதிப்படுத்தவும்,True,tamil
tamil,யாழ்ப்பாணம் மாவட்டத்தில் பொருட்கள் கிடைக்கின்றனவா இப்பொழுதே,True,tamil
tamil,கொழும்பு மையப் பகுதியில் சேவை புதுப்பிக்கப்பட்டதா,True,tamil
tamil,வரும் வாரங்கள் திட்டம் பற்றி தெளிவாகக் கூறவும்,True,tamil
tamil,பெயர் மற்றும் முகவரி சரியாக உள்ளதா உறுதி செய்யவும்,True,tamil
tamil,உங்கள் வாடிக்கையாளர் அக்கவுண்ட் நிலை பற்றி விசாரிக்கிறேன்,True,tamil
tamil,விரைவான சேவை வழங்கியுள்ளீர்கள் என நிரூபிக்கவும்,True,tamil
tamil,புதிய கட்டண முறைகளை அறிச் வைத்துக்கொள்ள உதவி செய்யவும்,True,tamil
tamil,டெலிவரி மென்கொள்கை தொடர்பாக விளக்கம் தேவை,True,tamil
tamil,காத்திருக்கும் ஆர்டர் நிலையம் மாற்றம் செய்யப்பட்டதா,True,tamil
tamil,எனக்கு கணக்குப்பிரதி அட்டவணை ஏற்படுமா தயவு,True,tamil
tamil,ஒட்டுமொத்த செலவு மற்றும் கட்டண நிலை சொல்லவும்,True,tamil
tamil,பொருட்கள் விளக்கப்படம் போல வந்துள்ளனவா இன்று,True,tamil
tamil,எனக்கு டெலிவரி பாதை குறித்த தரவு தருங்கள்,True,tamil
tamil,கடைசியில் வழங்கப்படும் ரசீது என்ன திகதி,True,tamil
tamil,கொழும்பு துணை மாவட்டங்களில் கிடைக்கும் பொருட்கள் யாவை,True,tamil
tamil,விமர்சனங்களுக்கான பதில் நேரத்தில் வழங்கப்படுமா இப்போதே,True,tamil
tamil,ஆர்டர் சரியான பொருளுடன் வந்துள்ளதா என பரிசோதிக்கவும்,True,tamil
tamil,உடனடி உதவி தேவையென்று தெரிந்தால் அடுத்த படி செய்யவும்,True,tamil
tamil,உங்கள் கணக்கில் செல்லுபடியான மாற்றங்கள் பதிவாகின்றனவா,True,tamil
tamil,பட்டியலில் காணாத பொருட்கள் இருந்தால் தயவு செய்து தெரியப்படுத்தவும்,True,tamil
tamil,நேர்மறை வாடிக்கையாளர் சேவையை அணுகவும் இன்று,True,tamil
tamil,பரிந்துரைக்கப்பட்ட பொருட்கள் பட்டியலை அனுப்புங்கள் தயவு,True,tamil
tamil,விளக்கப்படங்கள் இல்லாமல் பொருட்கள் வாங்க முடியுமா,True,tamil
tamil,அத்துடன் படிவம் மற்றும் படிவக் குறிப்புகளை அனுப்புங்கள்,True,tamil
tamil,உங்கள் வாடிக்கையாளர் கணக்கை புதுப்பிக்க தேவையான ஆவணங்கள் என்ன,True,tamil
tamil,சட்டபூர்வ முறையில் செலவுகளை முறியடிக்க முடிந்தால் உதவி செய்யவும்,True,tamil
tamil,யாழ்ப்பாணம் மாவட்டத்தில் உணவுப் பொருட்கள் எவ்வாறு பெறுவோம்,True,tamil
tamil,மற்ற கிளையாளர்கள் நெருக்கடியான நிலை குறித்து கேட்கின்றனர்,True,tamil
tamil,கடைசியில் பெறுவது என்னவென்று தயார் படுத்துகிறோம்,True,tamil
tamil,நீங்கள் அங்கீகரிக்க வேண்டிய தகவல் எது,True,tamil
tamil,எனக்கு ஆர்டர் நிலை எவ்வாறு காண்பிக்கப்படுகிறது,True,tamil
tamil,யாழ்ப்பாணம் பகுதியில் அருகிலுள்ள கிளை எவ்வாறு தொடர்பு கொள்ளலாம்,True,tamil
tamil,கொழும்பு கிளை அருகில் விரைவான டெலிவரி எப்போது,True,tamil
tamil,விலை பற்றிய முழு விவரம் எப்போது பெற முடியும்,True,tamil
tamil,விலை மாற்றம் குறித்த மேலதிக தகவல் எங்கே பெறலாம்,True,tamil
tamil,புதிய ஆர்டர் பதிவு செய்வதில் சிக்கல் உள்ளது,True,tamil
tamil,மட்டக்களப்பு மாவட்டத்தில் எந்த சேவை கிளை திறந்திருக்கும்,True,tamil
tamil,கட்டணக் குறைபாடுகளை பற்றிய உதவி வேண்டுகிறோம்,True,tamil
tamil,கணக்கு விவரங்களை திருத்த உதவி வழங்குங்கள்,True,tamil
tamil,ஆர்டர் திருத்தம் செய்ய படிகள் என்ன,True,tamil
tamil,யாழ்ப்பாணம் கிளையில் பொருட்கள் எப்போது வாங்க முடியும்,True,tamil
tamil,கிளை திறப்பு நேரங்கள் குறித்த தகவல் கொடுத்துங்களா,True,tamil
tamil,மட்டக்களப்பு அருகேயுள்ள சேவைகளுக்கான தொடர்பு எண் கூறுங்கள்,True,tamil
tamil,கொழும்பு பகுதியில் புதிய கணக்கு உருவாக்குவது எப்படி,True,tamil
tamil,ஆர்டர் பாதிக்கப்பட்ட பொருட்கள் திருப்பி தர முடியுமா,True,tamil
tamil,வாடிக்கையாளர் சேவை தொடர்பு எண் விளக்கமா,True,tamil
tamil,வாங்கிய பொருட்கள் வரும் நேரம் மற்றும் டெலிவரி நிலை எவ்வாறு அறிய முடியும்,True,tamil
tamil,சரக்கு சேதம் ஏற்பட்டால் எப்படி நடவடிக்கை எடுக்க வேண்டும்,True,tamil
tamil,பொருட்கள் கிடைப்பதற்கு தயாரிப்பு நேரம் என்ன,True,tamil
tamil,கணக்கு இணைப்புகளை புதுப்பிப்பதில் எந்த படிகள் தேவை,True,tamil
tamil,யாழ்ப்பாணம் நகரில் உங்களுக்கு அருகில் செல்லும் வழி சொல்லுங்கள்,True,tamil
tamil,விவரங்களை புதுப்பிப்பதில் தவறுகள் இருந்தால் பரிந்துரைகளை அளிக்கவும்,True,tamil
tamil,கணக்கு நிறைவு நிலைபாடு பற்றி விவரம் கொடுக்கவும்,True,tamil
tamil,கிளைகளில் செல்லும் போது முன்கண்கூட்டி சேவைகள் பற்றிய தகவல் வழங்குமா,True,tamil
tamil,என் கணக்கு விவரங்கள் மறைமுகமாக பாதுகாக்கப்படுமா,True,tamil
tamil,அடுத்து படிகள் பட்டியலிடுங்கள்,True,tamil
tamil,கடையின் விலை பட்டியலில் தள்ளுபடி அடையாளம் காண்பிக்கப்பட்டுள்ளதா,True,tamil
tamil,சந்தேகங்களை தீர்க்க உதவி வேண்டும்,True,tamil
tamil,உங்கள் இடம் தெரியாமல் இருந்தால் கட்டணத்தை எப்படி செய்யப்படும்,True,tamil
tamil,டெலிவரி இடம் தெரியாமல் இருந்தால் என்ன செய்வோம்,True,tamil
tamil,கிளை அணுக ஒரு வழி கூறுங்கள்,True,tamil
tamil,விரைவான மீட்பு சேவைக்கு எவ்வளவு நேரம் ஆகும்,True,tamil
tamil,ஆர்டர் தேவையப்பட்ட பொருட்கள் அளவு குறைந்து விட்டதா,True,tamil
tamil,உங்கள் வரவு தொடர்பான சந்தேகங்களை தீர்க்க எப்போது நேரம் ஒதுக்கப்படுகிறது,True,tamil
tamil,கிளை நிர்வாகம் தேவையான தகவலை உடனடியாக வழங்குகிறோம்,True,tamil
tamil,பொருட்கள் தவறானவையாகிருந்தால் மீட்புகள் அளிக்கப்பட வேண்டும்,True,tamil
tamil,விற்பனை நிலை அங்கீகாரம் பற்றிய குறிப்பு வழங்கலாமா,True,tamil
tamil,நீங்கள் வழங்கும் செயலி வழியாக ஆர்டர் உறுதிப்படுத்தப்ப��டுமா,True,tamil
tamil,கம்பனியின் சேவை தடையில்லாமல் செயல்படுவதை உறுதிப்படுத்தவும்,True,tamil
tamil,மேலும் தகவலுக்கு கொழும்பு கிளையுடன் தொடர்பு கொள்கவும்,True,tamil
tamil,சேவைகள் பற்றி பரிந்துரைகளைக் சில சமயங்களில் மாற்றுகிறோம்,True,tamil
tamil,உருவாக்க எந்த உடன்படிக்கையும் மீறப்பட்டால் புகார் செய்யவும்,True,tamil
tamil,அவ்வகை பிரச்சனைகளுக்கு உடனடி முறைசார்ந்த உதவியை வழங்குகிறோம்,True,tamil
tamil,விலைக்கான படிவம் படிப்படியாக தெளிவாக வழங்கப்படுகிறது,True,tamil
tamil,உறுதிப்பத்திரம் பெறுவதற்குத் தேவையான கோப்பு எவ்வாறு சமர்ப்பிக்கவும்,True,tamil
tamil,கிடையாத பொருட்கள் போலி என தெரிவித்து வருகிறீர்கள்,True,tamil
tamil,சேவையில் தரமான பொருட்கள் வழங்கப்படுவதை உறுதி செய்யுங்கள்,True,tamil
tamil,வாடிக்கையாளர்கள் கணக்கில் பாதுகாப்பான உள்நுழைவு வழிமுறைகள் பகிருங்கள்,True,tamil
tamil,முக்கிய விதிமுறைகள் இணைந்த பில்லிங் தரவு எவ்வாறு பராமரிக்கப்படுவது,True,tamil
tamil,வாடிக்கையாளர்கள் திருப்தி முக்கியம் தயவுசெய்து பிழைகளை சரிசெய்யவும்,True,tamil
tamil,என் ஆர்டர் எங்கே என்பதை தெரிந்து கொள்ள விரும்புகிறேன்,True,tamil
tamil,அருகில் கிளை எங்கே என்பதை தெரியுமா,True,tamil
tamil,பணம் சரியான கட்டணமாகியிருப்பதை உறுதிப்படுத்தவும்,True,tamil
tamil,விலை என்ன எனக்கு தெளிவாக கூறவும்,True,tamil
tamil,கணக்கு இருப்பு எவ்வாறு என்பதை அறிய முடியுமா,True,tamil
tamil,யாழ்ப்பாணம் கிளைகளில் தற்போது சிறப்பு சலுகைகள் உள்ளன,True,tamil
tamil,கொழும்பு பகுதியில் வழங்குதல் எப்போது நடைபெறுகிறது,True,tamil
tamil,மட்டக்களப்பு மாவட்டத்தில் ஆர்டர் பெற்றுக்கொள்ள எந்த படிகள் வேண்டும்,True,tamil
tamil,விலை பட்டியலை அனுப்பி உதவுவீர்கள் எனக் கேட்கிறோம்,True,tamil
tamil,கணக்கு பிரச்சனையை விசாரிக்க உதவி செய்யவும்,True,tamil
tamil,புதிய ஆர்டர் விவரங்களை உறுதிப்படுத்தவும்,True,tamil
tamil,தாமதமான வழங்கல் பற்றிய விளக்கம் தரவும் மற்றும் பின்வரும் பணிகளை செய்யுமாறு கேட்டுக்கொள்கிறோம்,True,tamil
tamil,பொருட்கள் மாற்றப்பட்டுள்ளதாக புகார் பதிவு செய்து வருகிறோம்,True,tamil
tamil,வழங்குவதில் நேரம் எதிர்பார்த்ததைவிட மோசமானது,True,tamil
tamil,வாடிக்கையாளர் சேவையில் தொலைபேசி இணைப்பு குறைபாடு உள்ளது,True,tamil
tamil,கொழும்பு கிளையில் சமீபத்திய பொருட்கள் வந்துள்ளன,True,tamil
tamil,ஒரு ஆர்டரை மாற்றுவது எப்படிச் செய்யலாம்,True,tamil
tamil,நிறுவனம் வழங்கும் சேவையை நான் எதிர்பார்த்ததைப்போல இன்று ஒரு தடை இல்லாமல் செயல்பட வேண்டும்,True,tamil
tamil,உங்கள் கணக்கில் பாதுகாப்பு பற்றிய தகவலை புதுப்பிக்கவும்,True,tamil
tamil,யாழ்ப்பாணம் பகுதியில் புதிய பயனாளர் கணக்கு உருவாக்குவது எப்படி,True,tamil
tamil,சந்தை விலைகளில் ஏற்படும் மாற்றங்கள் குறித்து விரிவான தகவல் தருவதும் உதவி செய்யுமாறு கேட்டுக்கொள்கிறோம்,True,tamil
tamil,மட்டக்களப்பு துணை கிளையில் சலுகைகள் குறித்த அறிவிப்பு பெற முடியும்,True,tamil
tamil,நான் கட்டண விவரங்களைத் திரும்ப பார்க்க விரும்புகிறேன்,True,tamil
tamil,வழங்கல் தேதி மாற்றம் செய்ய வழிமுறை என்ன,True,tamil
tamil,குறிப்பிடப்பட்ட பொருட்கள் கிடைக்கவில்லை என்ற புகார் பதிவு செய்து வருகிறோம்,True,tamil
tamil,எங்கள்ா் உத்தரவு பொருட்கள் உயர்தரமாக உள்ளனவா என்பதை உறுதிப்படுத்தவும்,True,tamil
tamil,சலுகைகள் இன்னும் நேரத்தில் செயல்படுமா என்பதை அறிவிக்கவும்,True,tamil
tamil,கணக்கின் கடைசி நிலை திருத்தப்பட்ட தகவலை அதிகாரபூர்வ முறையில் இணைத்த படிவத்துடன் அனுப்புகிறேன்,True,tamil
tamil,மறுசீரமைப்பு செய்யப்பட்ட பட்டியலை எப்போது பெற முடியும்,True,tamil
tamil,யாழ்ப்பாணம் கிளை பாதுகாப்பு முறைகள் எந்தவ்வாறு உள்ளன,True,tamil
tamil,கொழும்பு கிளையின் தொடர்பு எண் எது என்பதை கூறவும்,True,tamil
tamil,பாதுகாப்பு குறையால் கணக்கு அணுகலை தடுத்து வைத்துள்ளது,True,tamil
tamil,பிரதான பொருட்கள் பட்டியலை எங்கள் மின்னஞ்சலுக்கு அனுப்புங்கள்,True,tamil
tamil,விநியோகக் கட்டணம் பற்றிய விளக்கம் விரைவாக தருதுவுடன் அடுத்த மாத பில்லில் சேர்க்கவும்,True,tamil
tamil,மட்டக்களப்பு கிளை நேற்று புதிய சேவைகளை அறிமுகப்படுத்தியது,True,tamil
tamil,உறுதிப்பத்திரம் இல்லை என்ற புகார் எங்களுக்கு உள்ளது,True,tamil
tamil,சரியான நேரத்தில் வழங்கப்படாத பொருட்கள் பற்றி விசாரிக்கவும்,True,tamil
tamil,விற்பனுக்கான கடைபிடிப்புகள் பூர்த்தி செய்யப்பட்டுள்ளன என்பதை உறுதிப்படுத்து,True,tamil
tamil,காசோலை பெற்றுக்கொள்ள எவ்வாறு விண்ணப்பிப்பது என்று தெளிவாக கூறவும்,True,tamil
tamil,புகாரை உடனடி ஏற்றுக்கொண்டு தீர்க்கப்பட்டதை அறியவேண்டும்,True,tamil
tamil,விலைக்கு இருக்கும் வரிவிதிகள் மற்றும் தள்ளுபடி பிரிவுகள் பற்றி தெளிவான தகவல் தேவை,True,tamil
tamil,நாம் எதிர்பார்க்கும் வாடிக்கையாளர் சேவைக்கான நேரடி உதவி கிடைக்குமா,True,tamil
tamil,கொழும்பு பகுதியில் இருந்து பொருட்கள் பெறுவது எப்போதும் வசதியானதா,True,tamil
tamil,புதிய விற்பனையின் விதிமுறைகளை வழங்கவும்,True,tamil
tamil,உடனடி உதவி தேவைப்பட்டால் எங்களை தொடர்பு கொள்ளவும்,True,tamil
tamil,வசதி குறைந்த பரிசுகளுக்கு மாற்று வாய்ப்புகள் உள்ளன,True,tamil
tamil,உங்கள் குறைந்த பட்ச கட்டணம் முறையாக உள்ளதா என்பதை உறுதிப்படுத்தவும்,True,tamil
tamil,சர்வதேச பொருட்கள் கடைக்குள் வந்துள்ளனவா,True,tamil
tamil,புதிய கணக்கு உருவாக்கும் வினாடிக்கு உதவி வழங்கவும்,True,tamil
tamil,வாடிக்கையாளர்களிடமிருந்து பெறப்பட்ட கருத்துக்களை அணுகும் முறைகள்,True,tamil
english_sinhala_mixed,My ඇණවුම is still pending,True,sinhala
english_sinhala_mixed,When will delivery to කොළඹ happen?,True,sinhala
english_sinhala_mixed,Account balance කීයද right now?,True,sinhala
english_sinhala_mixed,Nearest branch from Kandy කොහේද?,True,sinhala
english_sinhala_mixed,"Payment failed, මොකද issue right now?",True,sinhala
english_sinhala_mixed,"Delivery to Wellawatte ETA please, කරුණාකර",True,sinhala
english_sinhala_mixed,Order status from Nugegoda කොහේද update?,True,sinhala
english_sinhala_mixed,Kotte කොහේද branch address please? ඇණවුම.,True,sinhala
english_sinhala_mixed,Colombo delivery time කීයද today please?,True,sinhala
english_sinhala_mixed,My ගිණුම shows low balance now,True,sinhala
english_sinhala_mixed,Delivery to Kandy කීයද ETA please?,True,sinhala
english_sinhala_mixed,Colombo branch timings කොහේද today?,True,sinhala
english_sinhala_mixed,Nugegoda ගෙවීම issue fix soon?,True,sinhala
english_sinhala_mixed,"Nearest Wellawatte branch address details, සහය ධෙන්න",True,sinhala
english_sinhala_mixed,"Order cancellation request submitted, ඇණවුම cancel?",True,sinhala
english_sinhala_mixed,"Delivery driver near කොළඹ Fort අසළ, update?",True,sinhala
english_sinhala_mixed,"Payment method change request accepted, ගෙවීම update?",True,sinhala
english_sinhala_mixed,Can I view ගිණුම history online?,True,sinhala
english_sinhala_mixed,"Colombo Wellawatte delivery schedule updated, ඇයි?",True,sinhala
english_sinhala_mixed,"Please reroute order to කටුනායක කලාප, confirm?",True,sinhala
english_sinhala_mixed,"Was my ඇණවුම dispatched, status update?",True,sinhala
english_sinhala_mixed,"Is Nugegoda branch open today, කියන්න please?",True,sinhala
english_sinhala_mixed,Delivery ETA from Colombo city කොහේද?,True,sinhala
english_sinhala_mixed,"Payment successful, ගෙවීම approved now",True,sinhala
english_sinhala_mixed,Colombo Wellawatte අලුත් ඇණවුම confirmed?,True,sinhala
english_sinhala_mixed,Kandy ගිණුම balance refresh කරන්න,True,sinhala
english_sinhala_mixed,"Courier to කොළඹ Fort started, ETA කවදාද?",True,sinhala
english_sinhala_mixed,"Nugegoda address update needed, ගෙවීම pending?",True,sinhala
english_sinhala_mixed,Nearest branch from Wellawatte කොහේද today hours?,True,sinhala
english_sinhala_mixed,Delivery status Colombo කොහේද update please?,True,sinhala
english_sinhala_mixed,"Payment gateway කෙරෙහි issue, මොකද?",True,sinhala
english_sinhala_mixed,Colombo branch contact number එතැනදී?,True,sinhala
english_sinhala_mixed,Delivery to Colombo ඉවරයි නමුත් ඇණවුම still pending,True,sinhala
english_sinhala_mixed,"Wellawatte සිට Kotte via driver update please, ගිණුම?",True,sinhala
english_sinhala_mixed,"Authenticating order details, ඇණවුම confirm?",True,sinhala
english_sinhala_mixed,"Nugegoda delivery contact number needed, කරුණාකර",True,sinhala
english_sinhala_mixed,"Your ගිණුම balance shows overdraft, please top up",True,sinhala
english_sinhala_mixed,"Kandy branch closed today, හොඳද?",True,sinhala
english_sinhala_mixed,Delivery delay from Colombo ප්‍රදේශ update please,True,sinhala
english_sinhala_mixed,"ඇණවුම canceled, refund timeline කොහොමද?",True,sinhala
english_sinhala_mixed,"Is there a Colombo Wellawatte combo offer today, අද?",True,sinhala
english_sinhala_mixed,"Kotte branch open after 5PM, ගෙවීම permissible?",True,sinhala
english_sinhala_mixed,Can you resend receipt to ගිණුම email?,True,sinhala
english_sinhala_mixed,Delivery address update for Nugegoda ඇණවුම?,True,sinhala
english_sinhala_mixed,"Galle road, Colombo, new order confirmation please, ඇතුළුට?",True,sinhala
english_sinhala_mixed,"Your ගිණුම balance shows overdraft, please top up",True,sinhala
english_sinhala_mixed,"Wait time, Colombo city delivery queue කොහේද?",True,sinhala
english_sinhala_mixed,"App shows no order, ඇණවුම පිලිබඳ support?",True,sinhala
english_sinhala_mixed,"Delivery driver plate number, කරුණාකර verify?",True,sinhala
english_sinhala_mixed,"Colombo Wellawatte order ready for pickup, ඇතුළට?",True,sinhala
english_sinhala_mixed,My ඇණවුම is still pending in Colombo,True,sinhala
